554156	gi|355398356|NR2-2/2HbN	93.89	131	8	0	2	132	1	131	2e-54	 198
554156	gi|240129575|NR1	93.89	131	8	0	2	132	37	167	2e-54	 198
678231	gi|14456617|Na-ATPase	80.91	220	38	4	1	218	2231	2014	9e-46	 171
797448	gi|603053|psbA	100.00	29	0	0	1	29	29	1	4e-10	54.7
804728	gi|146739105|prk	99.71	1041	3	0	1	1041	180	1220	0.0	1906
807010	gi|14456617|Na-ATPase	99.07	1292	12	0	1	1292	1867	576	0.0	2320
809112	gi|14456617|Na-ATPase	99.21	1269	10	0	156	1424	3993	2725	0.0	2289
160733	gi|355398356|NR2-2/2HbN	98.59	71	1	0	1	71	2363	2293	6e-33	 126
160733	gi|240129575|NR1	98.59	71	1	0	1	71	2078	2008	6e-33	 126
316423	gi|355398356|NR2-2/2HbN	100.00	84	0	0	1	84	1302	1385	8e-42	 156
316423	gi|240129575|NR1	100.00	84	0	0	1	84	1338	1421	8e-42	 156
344905	gi|355398356|NR2-2/2HbN	91.95	87	7	0	1	87	1238	1324	9e-32	 122
344905	gi|240129575|NR1	91.95	87	7	0	1	87	1274	1360	9e-32	 122
447010	gi|355398356|NR2-2/2HbN	95.15	103	5	0	1	103	2293	2395	6e-44	 163
447010	gi|240129575|NR1	95.15	103	5	0	1	103	2008	2110	6e-44	 163
487029	gi|32130540|psbO	100.00	111	0	0	1	111	790	680	1e-56	 206
493127	gi|355398356|NR2-2/2HbN	100.00	113	0	0	1	113	910	1022	9e-58	 209
493127	gi|240129575|NR1	100.00	113	0	0	1	113	946	1058	9e-58	 209
552284	gi|355398356|NR2-2/2HbN	97.66	128	3	0	4	131	136	263	5e-61	 220
552284	gi|240129575|NR1	97.66	128	3	0	4	131	172	299	5e-61	 220
575850	gi|603053|psbA	100.00	141	0	0	1	141	632	772	3e-73	 261
598934	gi|14456617|Na-ATPase	92.11	152	12	0	1	152	3610	3761	3e-59	 215
623845	gi|355398356|NR2-2/2HbN	100.00	167	0	0	1	167	2149	2315	1e-87	 309
623845	gi|240129575|NR1	100.00	167	0	0	1	167	1864	2030	1e-87	 309
656746	gi|32130540|psbO	99.49	195	0	1	1	194	841	1035	7e-101	 353
691334	gi|355398356|NR2-2/2HbN	99.58	237	1	0	1	237	1236	1000	1e-124	 433
691334	gi|240129575|NR1	99.58	237	1	0	1	237	1272	1036	1e-124	 433
702292	gi|14456617|Na-ATPase	99.19	123	1	0	134	256	1	123	3e-61	 222
712438	gi|355398356|NR2-2/2HbN	100.00	278	0	0	1	278	2401	2678	5e-149	 514
712438	gi|240129575|NR1	100.00	278	0	0	1	278	2116	2393	5e-149	 514
745603	gi|14456617|Na-ATPase	99.74	387	1	0	1	387	2231	1845	0.0	 710
